,dst_port,ip_prot,flow_duration,down_up_ratio,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_var,pkt_len_std,bytes_per_s,pkt_per_s,fwd_pkt_per_s,bwd_pkt_per_s,fwd_pkt_cnt,fwd_pkt_len_tot,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_hdr_len_tot,fwd_pkt_hdr_len_min,fwd_non_empty_pkt_cnt,bwd_pkt_cnt,bwd_pkt_len_tot,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_hdr_len_tot,bwd_pkt_hdr_len_min,bwd_non_empty_pkt_cnt,iat_max,iat_min,iat_mean,iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,flag_SYN,flag_fin,flag_rst,flag_ack,flag_psh,fwd_flag_psh,bwd_flag_psh,flag_urg,fwd_flag_urg,bwd_flag_urg,flag_cwr,flag_ece,fwd_bulk_bytes_mean,fwd_bulk_pkt_mean,fwd_bulk_rate_mean,bwd_bulk_bytes_mean,bwd_bulk_pkt_mean,bwd_bulk_rate_mean,fwd_subflow_bytes_mean,fwd_subflow_pkt_mean,bwd_subflow_bytes_mean,bwd_subflow_pkt_mean,fwd_tcp_init_win_bytes,bwd_tcp_init_win_bytes
dst_port,1.0,-0.14185204140154375,-0.044882086857378246,-0.25919971430354893,0.03760242636905535,-0.008901324158294786,0.015275200544356573,0.024466037815002038,0.02959601999707398,0.13575273715871866,0.01760084975808837,0.06743095152241745,-0.03509239599491163,-0.0033356019192330223,-0.00429694444933671,-0.011791282210175622,-0.014435498081172065,-0.006186936930265262,-0.013099163126042253,-0.003248471695073019,0.027802539196655367,-0.0033276460417872465,-0.003103880672651512,-0.0016462112454791317,0.06862267576144607,0.02638110914757133,0.05064035499244561,0.06546447670938997,-0.0036855011445713283,-0.12762743428102596,-0.0023463073698085295,-0.032364498600006716,0.005371515037559838,-0.023126152197590646,-0.03536747882750104,-0.04436475884632585,-0.02885122539967081,-0.006932547543748617,-0.028380653979635368,-0.03027691417909281,-0.04463913356837744,-0.03107424090282389,-0.013757709074334127,-0.026051413069494895,-0.028695699531290298,0.0037994381362892907,0.015013539288442597,0.01250934921993954,-0.008971217071603404,-0.03779158214652378,-0.037099733001555474,-0.037870285057712595,-0.008397012884310136,0.07125677314542994,-0.10576665399677462,0.1591884413162822,-0.0014005414482427488,0.04465242190426555,0.07305679538992849,0.024356718414366138,0.0,0.0,0.0,0.08271619919672962,0.11583432149458275,-0.0012152110582569417,-0.003426569416022603,0.015923189675235917,-0.0020448683464807395,-0.0022436578685232555,-0.015498866623137137,-0.0010471599919054362,-0.0031852066738680593,0.003430154573462251,0.0009799002600619719,-0.07034588237554129,0.17036865367494924
ip_prot,-0.14185204140154375,1.0,-0.20904841273454886,0.007596603137216906,-0.12540442372094818,0.5262919256617717,-0.11629440503205832,-0.08096556330116782,-0.1342824848228153,0.009444599669684028,-0.0779568310108281,-0.07516842200778484,-0.07421782001863667,0.0180272364617954,-0.011426320673716206,-0.08469146206511897,0.43600622258598404,-0.06101920128076605,-0.08798960514020601,0.01385121487777051,-0.8036255863516418,0.01929537722976216,-0.023847035458982143,-0.015224343334618369,-0.11081663987325131,0.0858007878028172,-0.11804846586399738,-0.13026229340715859,-0.02924965223584743,-0.656124435564546,-0.01553799469270187,-0.1800951843340094,0.013565045046396532,-0.12503176133695107,-0.17259374534447997,-0.20462719407623323,-0.1756368434200278,-0.010884138246751166,-0.1396502886875269,-0.17376609827800302,-0.20252559806436274,-0.17042122228816847,-0.044643995160094235,-0.1129116350698196,-0.17058549199772502,-0.06320181523841432,-0.03677947730022123,-0.047069639086131265,-0.050972150407107175,-0.15861663735779688,-0.1532247657712949,-0.15749971902052326,-0.04946244046800048,-0.8067250722859393,-0.5743504255596471,-0.2934801089703743,-0.03479168582106024,-0.19183790326445033,-0.2948807530100686,-0.1120084143728198,0.0,0.0,0.0,-0.39840352127335227,-0.38255547206305657,0.004640781510027149,0.019826163904477005,-0.006852213167986048,-0.007614958436266675,-0.008114241337242508,-0.05670353635366985,0.0031162698504104734,0.018894327513453456,-0.01755955991175679,-0.0323171217231659,-0.4652120945651102,-0.5965894206442282
flow_duration,-0.044882086857378246,-0.20904841273454886,0.9999999999999999,0.06687038862818684,0.15899103194876538,-0.10530025904059587,0.18117597579664274,0.14772905522125532,0.16424724278782035,-0.026005452290817268,-0.04654658334653631,-0.044683540227053474,-0.044517680249179806,0.05201058798277079,0.08779781135145891,0.22931388001571615,-0.0893710780114368,0.16682125527868147,0.2105249729310664,0.05809911744744232,0.04705953033056667,0.049525592717147134,0.07032586822845338,0.051968009745654346,0.004171226835806471,-0.0036483140929207507,0.037511415074859084,0.002021997114666088,0.07412364986276741,0.09551430484733987,0.05809439688404217,0.7576918693244252,0.035647156998594276,0.544954049538966,0.704496038366648,0.9954412644692764,0.757347284870619,0.10908765539364199,0.6183858614874971,0.7176844303990877,0.9853208968842783,0.7561727370104646,0.18333052883851206,0.48339204815589326,0.7459653305667393,0.2485166916723922,0.0917304935072412,0.14584442088300115,0.25087423487051635,0.7572716190503752,0.7332838041159746,0.7535506841738165,0.21792887120039434,0.14060204722852473,-0.016853838201750116,-0.07699339205426753,0.08399564553609486,0.22395509414335496,0.29884113121343425,0.14837426079630764,0.0,0.0,0.0,0.16270454100929735,0.10789832765914109,0.019031684175456153,0.04786376172347207,0.0195193335220841,0.023444798993347962,0.025893864605003807,0.15308447457809385,0.02568281531936934,0.04802922120617332,0.02088406309452821,0.021699065509286134,-0.10386883178289977,0.14973822175868903
down_up_ratio,-0.25919971430354893,0.007596603137216906,0.06687038862818684,1.0,0.01214765611433033,-0.09284025193857476,0.09015792726782317,0.016554004085899125,0.03412608860635031,-0.014284342539718749,-0.004000036494354245,-0.00939139768444836,0.0018786429693668752,-0.025861614874465755,0.02278958041893262,0.0792090837279634,-0.048294574879403085,0.07901332381156762,0.08586068903837214,-0.020639389242823953,0.12654261907064807,-0.028578836393698518,0.20615669407898032,0.2003359737268618,-0.055074789447419815,-0.11795675751405639,0.004263315982550225,-0.04516829013469356,0.20801520690612732,0.36578875562476704,0.20138459978274273,0.03974662435695176,-0.05561197582727994,-0.07350786839327407,-0.028270685219776718,0.05490253018581452,0.021700787726862042,-0.013851021203923064,-0.050184776641322155,-0.026156839699435313,0.08552941728605133,0.07137829584817092,-0.06666028655815757,-0.05543172687088156,0.054486262089111046,0.06877689490603912,0.04717436071806211,0.05665535882611975,0.048529555008829495,0.03680007421883283,0.027416119402520034,0.0328137967846882,0.055026484470821944,0.2016427927816222,0.18279896029778644,-0.06855687184423236,0.17938952802562064,0.09002160206707525,0.03451828495867414,0.09284658684589893,0.0,0.0,0.0,0.14177941181002343,0.08130286819554192,0.0010156106295912562,-0.028595983933618077,0.010798997188242494,0.12152498766069535,0.1220297597719254,0.03967301415155632,0.0006436672403920595,-0.028196365272024876,0.1416165245809107,0.1573656802939634,0.2849348296074283,0.1076924831492747
pkt_len_max,0.03760242636905535,-0.12540442372094818,0.15899103194876538,0.01214765611433033,1.0,-0.06482329317633749,0.8040430435592981,0.8532802717293437,0.96270529175552,-0.0006262243399124044,-0.028494496865449182,-0.027371931142477348,-0.027234029729824763,-0.0011041990815215319,0.1767171931515855,0.7085245884152152,-0.05224789812592838,0.5385157667784997,0.6755416704222891,0.0012164102040485045,0.04514067112988972,-0.0018273780398990007,0.016362199838184616,0.02418555449314852,0.7109899966457478,-0.011329832741019312,0.707492406144354,0.709466620017099,0.01718159720158291,0.0745501557070457,0.00863309236328744,0.0685843111424815,-0.005268165773568943,0.02710087860733406,0.045920280278455995,0.15840999027850206,0.06947864232807029,-0.008692846580869702,0.04180961327252667,0.0562066875922806,0.16083874934112946,0.07012819435045461,-0.01591866718107743,0.018603370229283094,0.07607311867251126,0.13451953515274043,0.07470597377801413,0.09742703597372877,0.10733716154421317,0.05858433488232278,0.0480057233805144,0.05461923630690562,0.05451104671285337,0.11083770865135564,0.10846006190209034,-0.031587904001339616,0.023943672705750766,0.15795862085907153,0.2523693284696504,0.08851686138954973,0.0,0.0,0.0,0.14270494154961016,0.20452809271411893,0.02968046885820557,-0.0025493850957567657,0.06378401298795161,0.0032497579052518802,0.0030321552934561313,0.034888947559688514,0.04387415118897913,-0.0020781453749842637,0.06016343515207589,0.014337256955585638,-0.027119837906141107,0.18648849413117202
pkt_len_min,-0.008901324158294786,0.5262919256617717,-0.10530025904059587,-0.09284025193857476,-0.06482329317633749,1.0,-0.0236484786177576,-0.043639591424105575,-0.07322077893986997,0.011720719706640825,-0.04204151193623704,-0.040028423647434,-0.04054843757048935,0.004774348334068592,-0.007636235115379509,-0.04172478679025166,0.7977973297699262,-0.014806223784262666,-0.04742981306138804,0.0025544357798822264,-0.44263896302936906,0.005454516463472538,-0.013087571342255735,-0.008241891159786246,-0.05971523678742954,0.28297706431870917,-0.06349256868780272,-0.07021804363559296,-0.015858215323571234,-0.3792158709538037,-0.008609952231423523,-0.08625439224456728,0.05467395360695977,-0.02846932173034342,-0.08391872919541211,-0.10511330439593432,-0.08821255289478389,0.010689269944445386,-0.06034368238639171,-0.0907971058284635,-0.10443457394404017,-0.08427759482685539,-0.0076732371683552875,-0.045558084179157556,-0.09134064519776007,-0.02987278395017323,-0.015082967329465305,-0.020472056832009172,-0.026555292890464943,-0.07430025448226399,-0.07410015609554924,-0.07527135665384083,-0.01616613927036381,-0.43477697329189197,-0.3093702963057909,-0.1581709402200765,-0.01874388844206341,-0.10328845540859154,-0.15861658478369975,-0.060365889110999216,0.0,0.0,0.0,-0.21471921099917515,-0.20617794701121173,0.0006310602586756469,0.0057665142927900434,-0.002601926150828846,-0.004105445376235813,-0.0043795589674646,-0.03056404622491499,-0.00024674059249268215,0.005249693242272432,-0.009525219360749597,-0.018235492439600615,-0.25063549137585756,-0.3215314683005261
pkt_len_mean,0.015275200544356573,-0.11629440503205832,0.18117597579664274,0.09015792726782317,0.8040430435592981,-0.0236484786177576,1.0,0.9820036954191825,0.9245318042379363,0.038586987653220814,-0.03904520805609687,-0.0374759604250505,-0.037349907086427374,-0.0007830688831430428,0.3657157493368013,0.7084812470180505,-0.01579080687040482,0.8845256684739503,0.8104599821253501,0.002911869578985406,0.047585836169236305,-0.0021675018331655817,0.04215245349542575,0.03822976457964552,0.4343027905501021,-1.3122028342213746e-06,0.4552960201871246,0.4368866306262728,0.04288952261167016,0.08718645512809252,0.029702919141161292,0.0705686266550337,-0.003915000891963967,0.018771187909622247,0.04246770111341063,0.1802651225811367,0.0698869443627381,-0.010209679060919975,0.034240637102243225,0.056904168037527014,0.18297889892601354,0.06906519934811316,-0.017221497451459768,0.010010441395657304,0.0719721373150811,0.22816398288078202,0.14839431307648265,0.1827260164065938,0.15871396706625054,0.05585494119662867,0.04971285971792601,0.053792709165319585,0.03354469056974965,0.08547688276049602,0.08122684223316863,-0.02753337871378891,0.04988351631166836,0.20049530013677297,0.3217781197991053,0.11179179845852454,0.0,0.0,0.0,0.0987905411671672,0.13020911675697155,0.10120393087641258,-0.0029746789444300087,0.11254608941597573,0.015849191372323018,0.014073381145624255,0.046562984368185394,0.11587667605222852,-0.002561805322464169,0.05233495598767013,0.031056765717648448,-0.009241262402330261,0.13484701093962453
pkt_len_var,0.024466037815002038,-0.08096556330116782,0.14772905522125532,0.016554004085899125,0.8532802717293437,-0.043639591424105575,0.9820036954191825,1.0,0.9574495170679447,0.02936237091055,-0.017545772836292748,-0.016849120884828407,-0.01677519761584577,-0.00018767849619277577,0.34090945948567597,0.7133995578671396,-0.03048427696739308,0.8509256761761955,0.810756344140453,0.0019394073130021756,0.01895289977227971,-0.0007829521267052956,0.01620718444614124,0.01568578244064481,0.49638153084495773,-0.0077520029151970414,0.49729711733862486,0.49663053591692335,0.016598861492755777,0.037684456348795185,0.005084579815826556,0.03562827599881367,-0.0034048356431388553,0.0198802930165966,0.02840635925802157,0.14708483161223498,0.03501421712047917,-0.004944198041410619,0.03096824843747218,0.03285887632782257,0.14961554752250367,0.03416857930859064,-0.010404639336298704,0.012819421353486939,0.04501676770922249,0.20938015075480132,0.1389395418937547,0.16923434031654017,0.14099763472430848,0.02313833280578739,0.01883532000586707,0.02175109796760052,0.019180847488026054,0.03715584486349527,0.052400336267995555,-0.03099078771592009,0.023246508030164488,0.16544214588057748,0.27722457352245367,0.08770706814226807,0.0,0.0,0.0,0.06981168567119776,0.11487371316929966,0.08466829949606516,-0.0015002965703707191,0.09660962078025673,0.0017510225367229676,-5.425984357727928e-06,0.02195330501496295,0.10030169399769036,-0.0012671922630376193,0.04045740202262875,0.010985312937256976,-0.04504754376161716,0.08922515862440443
pkt_len_std,0.02959601999707398,-0.1342824848228153,0.16424724278782035,0.03412608860635031,0.96270529175552,-0.07322077893986997,0.9245318042379363,0.9574495170679447,1.0,0.010567556245020506,-0.031181716721959657,-0.029955698066328758,-0.029799900303918242,-0.0013024392114372248,0.25862753775476927,0.7242495224184349,-0.05729351670846134,0.7070593309124825,0.7634735012463514,0.0012018329275574012,0.05663980819647103,-0.0020725488092837134,0.01847608936611066,0.022567180973721367,0.642584328442536,-0.013828647676883776,0.6454349450824665,0.6434868463348327,0.019300503158907124,0.08833666218060607,0.008677591383802346,0.05961776524730639,-0.006032054844227332,0.023447361737869397,0.041742955923505534,0.16347337684409247,0.05969571634415035,-0.009463784352126808,0.03836051034391803,0.051606979217866285,0.16626976631818616,0.05971875518732866,-0.017173889622644538,0.015193512947408299,0.07089685847214278,0.1749414884845696,0.10797246609850275,0.13495114760324572,0.12663380300838498,0.04707642981833495,0.04043045855365612,0.044923679486576336,0.0341914067321515,0.10863712532652005,0.1112062464761414,-0.03190806778289536,0.02640559740744591,0.17148470466940324,0.27877328014595243,0.09423726142645511,0.0,0.0,0.0,0.1317659453227875,0.18543187205466682,0.053193352764396726,-0.002829673403321026,0.07625324641002369,0.003474829892057411,0.002552872635751781,0.038210771078105575,0.06896190913245723,-0.0024152973843515253,0.05439623021499813,0.01485937005569209,-0.013618213493639416,0.17342975455821655
bytes_per_s,0.13575273715871866,0.009444599669684028,-0.026005452290817268,-0.014284342539718749,-0.0006262243399124044,0.011720719706640825,0.038586987653220814,0.02936237091055,0.010567556245020506,1.0,0.24397060149592495,0.26797064467629284,0.19864148090184258,-0.0007720105002732428,0.042292433906776304,0.007388500461271594,0.0105325474051462,0.05398481817875298,0.0075283851497220345,-0.0008520533469398978,-0.04049802397564094,-0.0007566057076708717,0.002504505491752063,0.0017010375053897802,-0.009742593274844464,0.0006004320615398736,-0.01176429131686315,-0.009854530755148517,0.002177145417057709,-0.03936038962214542,0.0014758286241870074,-0.022977548487855378,-0.002052526073634761,-0.018413697870431688,-0.0222633809004849,-0.025314301334102295,-0.022101092855688963,-0.003740806061054789,-0.019067880321758924,-0.02154584927275364,-0.02496808214841266,-0.021677249924854855,-0.007159014221029934,-0.015536068631682621,-0.021220057652005492,-0.007695995830785983,-0.00443475983274503,-0.005699563608237079,-0.006271606587482253,-0.020274929139542843,-0.01960127998758466,-0.020136634360629888,-0.006283001833568536,-0.037748258190762385,0.030910406844003143,-0.03542845423235376,0.0017927095202971263,-0.007434969532923325,-0.0028382236987097883,-0.007673203972092377,0.0,0.0,0.0,-0.0008771896451140662,-0.003661644371252598,0.04988464472971871,-0.0006798649929096665,0.08932082132991624,0.0031024819920968927,0.0030570387808706613,-0.00593836953740564,0.05032474990022901,-0.0007135580177960808,0.004140689874639604,0.008098645354253184,0.013620283991962799,-0.038967638159776864
